Student ID,Peer Review 1 Title,Peer Review 1 Filename,Peer Review 2 Title,Peer Review 2 Filename
6661106,"Monte Carlo Tree Search for Drone Navigation and Collision Prevention
",042.pdf,When to Assist and Retrain? Learning Policies for Algorithmic Decision Support,197.pdf
6418834,Finding the 근 (Root) of 바둑 (Go),264.pdf,Reinforcement Learning Algorithms for Connect 4,232.pdf
6283664,ASTPrompterRoll,084.pdf,Turning Pages with Reinforcement: A Markov Decision Process Approach to Book Recommendation,091.pdf
6504168,Autonomous Intersection Control with Monte Carlo tree search,274.pdf,AeroAstro Work-Life Balance: How to Maximize Your AA 228 Quiz Scores,012.pdf
6827772,The Dual Mandate: Modelling Inflation and Unemployment Uncertainty from Setting the Federal Funds Rate,085.pdf,RoboDelivery: A Q-Learning Approach to Autonomous Package Distribution,186.pdf
6633906,"BlackJack: Q-Learning, SARSA, and Deep Q-Learning Approaches",010.pdf,Securing Carbon Geological Storage: A Sequential Decision Approach for CO2 Monitoring and Leak Detection,256.pdf
6336500,"Ad-ventures in Bidding: Agents, Bids, and the Fight for Clicks",145.pdf,Drone Pathfinding,144.pdf
6544343,Adaptive Mesh Refinement through Deep Reinforcement Learning,036.pdf,TSUD: Enhancing Stereo Matching Accuracy through Training on Small Uncertainty Data,155.pdf
6473835,Hanabi RL Agent,270.pdf,Decision Making Under Uncertainty in Secret Hitler,231.pdf
6847945,Optimization of Blackjack Strategies Using Reinforcement Learning,255.pdf,Optimizing Cabo Strategy with Monte Carlo Tree Search Applied to a Novel Game Engine,098.pdf
6602639,Guess Who Wins Guess Who?,107.pdf,Daily Task Scheduler,074.pdf
6382761,Q-Learning-Driven Actuation for High-Precision Space Trusses,135.pdf,"Multi-Method Learning Approaches to Codenames: A Comparative Study of MCTS, Fast Informed Bounds, and Policy Gradient Methods",205.pdf
6433943,Pitch Perfect: Optimizing Baseball Pitch Selection With Reinforcement Learning,266.pdf,Optimizing Sea Lice Management in Norwegian Salmon Aquaculture Using Q-Learning,053.pdf
6458880,Tetris: Game Playing Under Uncertainty,031.pdf,Decentralized Earth Observation Planning in Satellite Constellations,097.pdf
6849712,Discovering Protein Complexes in Protein Interaction Networks Using Q-Learning,109.pdf,Safe Multi-Agent Spacecraft Reconfiguration Under Uncertainty,050.pdf
6931971,What the Heck is Optimal: MCTS and Q-Learning for Strategic Bidding,210.pdf,Anticipating the Odds: A Lookahead Method for Blackjack Actor Development,137.pdf
6424016,"Sequential Decision-Making for Medical Image Diagnosis
under Uncertainty",125.pdf,Q-Learning for NFL Play Calling,154.pdf
6872826,Freshman Year Class Selection as an MDP,224.pdf,"Pick Your Poison: Navigating the Paris Public Transportation System Using Monte Carlo Tree Search
",082.pdf
5699947,Gobbling Up Decisions: Optimizing Pacman Strategy with MDPs,099.pdf,Beyond Luck: Optimal Briscola Strategies via Deep Reinforcement Learning,216.pdf
6077676,To GNN or to LLM? That is a Risk(y) Question,142.pdf,Game of Wordle: AI-Driven Word Guessing,061.pdf
6603969,Unbeatable Checkers Bot 9000,268.pdf,Keeping the Lights On for Campus: Using Deep Q-Learning and MDPs for Discrete and Continuous Micro-Energy Grid Optimization,180.pdf
6603001,AI Want to Be The Very Best,249.pdf,Fruitful Learning: Applying RL Algorithms to Suika Game,164.pdf
6418864,Playing Battleship Game with Deep Reinforcement Learning,259.pdf,Developing an AI Agent for Strategic Decision Making in Pokémon Battles Under Uncertainty,136.pdf
6399330,Deep Q-Networks with Snake,269.pdf,Optimal Shipping Schedules for Collaborating Blood Banks,003.pdf
6453681,Q-Learning for Blackjack: Simulation and Strategy Optimization,234.pdf,INVENTORY MANAGEMENT WITH Q-LEARNING AND DEEP Q-NETWORKS,236.pdf
6841180,Reinforcement Wars: Will the Airline or the Passenger Win the Pricing Game?,158.pdf,Solving Plants vs Zombies with Monte Carlo Tree Search,176.pdf
6840758,Deep Reinforcement Learning in Robot Object Stacking,233.pdf,"Water Contract Purchasing Policies for Drought Resilience
in Santiago, Chile",174.pdf
6828420,WORDLE Solver,227.pdf,Heads Up Deep Q Hold-em,118.pdf
6757875,Managing Power Grids During Hurricanes Using Probabilistic Decision-Making,178.pdf,Ability of DQN Model to Learn Theory of Mind when Playing Hanabi,071.pdf
6828403,Blokus Bot (Botkus? Blobotkus?),171.pdf,Drone Path Planning for Optimizing Environmental Neural Radiance Field Creation.,057.pdf
6649585,Building Renewable Energy Grids using Monte Carlo Tree Search and Karger's Algorithm,163.pdf,Q-Learning for Multi-Modal Seaglider Control,138.pdf
6451325,Evade me if you can!!,092.pdf,MARLCar: Single- vs. Multi-Agent Reinforcement Learning in Car Racing,188.pdf
6533704,"Optimizing Personalized Treatment with Markov
Decision Processes",008.pdf,Optimizing Job Applications Under Uncertainty,043.pdf
6445366,"Optimal Regatta Sailing Strategy Under Uncertain Wind
and Competitor Positions",037.pdf,Using Regression Gradients to Optimize a Simple Policy for Mahjong​,086.pdf
6684468,Dynamical Tasks Planner,212.pdf,Investigating Mathematical Reasoning in Smaller Language Models using Likelihood Ratio Policy Gradient Updates and Beam Search,198.pdf
6650084,Adapting Transit Schedules to Daily Ridership Patterns using SARSA,146.pdf,RL For Self Guided Rocket Landings,196.pdf
6650814,POMDP Navigation performance for Orienteering,081.pdf,Rat-AI-touille: Enhancing Multi-Agent Collaboration in Overcooked-AI with Communication,217.pdf
6420309, Hormone-informed Training Strategies for Female Athletes,073.pdf,Forward Search Agent for 'Fantastic Bits' Game,179.pdf
6423441,RL Options Trading Strategies,070.pdf,POMDPs for Cervical Cancer Screening,132.pdf
6484816,Optimal Strategies in Penalty Shootouts,151.pdf,Reinforcement Learning Agent for Cine2Nerdle: A Graph-Based Approach,122.pdf
6320088,Reinforcement Learning Agents for Settlers of Caton Using PPO,201.pdf,Optimizing Strategy for Catching Pokémon in the Safari Zone Minigame,124.pdf
6853163,Ambulance Dispatching  with MCTS,001.pdf,Lima’s Traffic Management Using POMDPs: A Q-Learning Approach for Efficient Control of Urban Traffic Lights,123.pdf
6847796,Optimizing Trading Strategies with MDPs,016.pdf,"Winner Winner Chicken Dinner: Reward Shaping for A2C
Applied to Atari Freeway",024.pdf
6481612,ParkFinder - Tackling Uncertainty in Finding Parking at Stanford University,055.pdf,Reinforcement Learning Balancing of an Inverted Pendulum to any Degree,195.pdf
6604278,Hit or Stand?,054.pdf,Optimized helicopter ambulance routing for stroke patients,072.pdf
6649191,Connect4 MCTS Implementation,060.pdf,Meow-kov Decisions: Reward Functions for an Exploding Kittens MDP,219.pdf
50018999,Euchre Bot,199.pdf,Playing with Fireworks: Optimizing Agent Strategy Under Uncertainty in Hanabi,162.pdf
6749533,Optimized Satellite Acquisition for Precise LEO GPS Positioning,177.pdf,Bots and Boxes: AlphaZero for Playing Dots and Boxes,046.pdf
6504449,Learning the Art of Persuasion with Online Dialog Policy Planning,080.pdf,The Optimal Dating Path,252.pdf
6647055,Leveraging Q-Learning for Uncertainty within Medical Diagnosis,102.pdf,Spades is a POMDP,058.pdf
6649271,Q-Learning for the Secretary Problem,267.pdf,Adaptive Strategy Optimization for 2048 Using Reinforcement Learning,087.pdf
6843820,Invasive Species,045.pdf,Santa Barbara Infrastructure Planning: A Comparison of Q-Learning and Evolutionary Algorithm - Binary Tree Search Policy Optimization,018.pdf
6755492,Optimal Policies for Competition Power-Off Landings in Varying Wind Conditions with Markov Decision Processes,276.pdf,Cool Maze Searcher - Reinforcement Learning in 3D Robot Maze Navigation,108.pdf
6843070,Optimizing Task Completion Time Updates Using POMDPs,059.pdf,Reinforcement Learning with Time Travel,248.pdf
6657072,Graph Reinforcement Learning for the Traveling Salesman Problem with Stochastic Travel Times,213.pdf,Monopoly Masterminds One Tile at a Time,038.pdf
6486030,Learning to Play the Oh Pshaw Card Game using a Reinforcement Learning Agent,033.pdf,A Study of the AlphaZero Framework Applied to Xiangqi,148.pdf
6839864,"Slithering into Smarter Solutions: Winning at SNAKE
",260.pdf,Martian Navigation POMDP,035.pdf
6652562,SmartConnections: Using Q-Learning to Solve The NYT Connections,009.pdf,"Tiny Brains, Big Gains: Enhancing Multi-Step Reasoning in Compact Models with Branch and Bound",225.pdf
6657511,Blackjack: Playing Optimally Through Q-Learning,187.pdf,Tactile Graphics Exploration as a POMDP,246.pdf
6849902,Solving Investiture: A Stock Exchange Game,030.pdf,Settling On A Better Method for Training Catan-Playing Agents,194.pdf
6855818,Evaluating Wordle Strategies Produced by Monte Carlo Tree Search,021.pdf,"Optimizing Retail Pricing Strategies with
Reinforcement Learning: A Markov Decision
Process Approach",089.pdf
9606356,"Beyond The Zillow Z-Estimate: PPO-Driven Reinforcement
Learning for Long-Term Real Estate Portfolio Management",230.pdf,"Building No-Limit Texas Hold
‘Em Poker Agents
with Deep Q-Learning and 
Proximal Policy Optimization",172.pdf
6848985,A Love Letter to Game Playing,169.pdf,Robust Path-Planning for Autonomous Drones,263.pdf
6545367,Trajectory Planning in Unknown Environment,220.pdf,Belief Space Planning under Uncertainty with the Cross-Entropy Method,020.pdf
6470927,Catan Conqueror: Building Bots to Rule the Island,242.pdf,ADVERSARIAL AUTONOMOUS DRIVERS ON THE YAS MARINA CIRCUIT,093.pdf
6751855,Viewing Hyperparameter Tuning as a Sequential Decision-Making Problem,247.pdf,"Learning Speed-Based Binning for CMA Optimization in Walking Prosthetics
",165.pdf
6504232,PokerBot,034.pdf,Reinforcement Earning: RL-based Algorithmic Trading,253.pdf
6420494,Computational Approaches to Optimize HIV Treatment Strategies Using Synthetic Data,235.pdf,Going Bananas for Uncertainty: Creating a Bananagrams Agent with MCTS,190.pdf
6455904,"Shoot First, Think Later? Optimizing Soccer Decision Making with MDPs",273.pdf,Evaluation of Application of Maximum Likeilhood Estimation Models to Mancala,047.pdf
6416712,Crack The Board,139.pdf,Modeling Stanford Football Betting as a Markov Decision Process,023.pdf
6751519,Optimizing Rspiratory Management using Markov Decision Processes: A Reinforcement Learning Approach on the MIMIC-IV Dataset,161.pdf,"Attitude Determination and Control for a Spacecraft with
Unreliable State Measurements",063.pdf
6419968,Short-Term Memory for Partially Observable Markov Games,204.pdf,Molecules as a Language,184.pdf
6634326,Baba Is Who? Using Q-Learning to Categorize Human Learning in a Puzzle Game (almost),251.pdf,Algorithmic Trading for IMC Prosperity 2,104.pdf
6299225,The Pupper Parkour Challenge and a theoretical framework for hierarchical decision making,112.pdf,Single- and Multi-Agent Approaches to Equitable MELD-Driven Liver Allocation,114.pdf
6166490,Pandemic Policy Planning in a Noncompliant Population,079.pdf,Fresh Pages: Dynamic Book Recommendation for Genre Exploration using Monte Carlo Tree Search,239.pdf
6426954,How to form a 2D murmuration? Finding the best strategy of flock formation through reinforcement learning,051.pdf,Applying MDPs and POMDPs to Enhance Decision-Making in Mario Party,166.pdf
6281399,Reward Prediction Error Under Uncertainty,083.pdf,Employing Monte Carlo Tree Search for Aircraft Collision Avoidance during Temporary Flight Restrictions,157.pdf
6856873,Modeling Mafia with Q-Learning,121.pdf,Dealer's Dilemma - Learning To Play Dealer's Choice Poker,077.pdf
6856157,Best Carpet Seller in Marrakech,149.pdf,"Modeling Renewable Energy Transitions as a Markov Decision Process:
A Q-Learning approach to minimizing fossil-fuel reliance while meeting energy demands",088.pdf
6844710,Optimizing Theme Park Experience Using POMDPs,004.pdf,Introspection for LLM Sampling,207.pdf
6421287,Autonomous Lunar Landing with Deep Q-Learning,191.pdf,RoadSense: Intelligent Agents for Traffic Navigation,028.pdf
6458279,POMDP Knowledge Tracing,128.pdf,Looking Forward To Tetris,002.pdf
6605631,"Parkd: Model Free RL for Truck Parking Optimization
",241.pdf,What the Farkle!?,017.pdf
6419231,Exploration and Resource Optimization for Autonomous Rover Missions,133.pdf,Wordle MCS: An Improved Wordle Solver,062.pdf
6744696,Application of Reinforcement Learning in Modern Art Game,134.pdf,Wheel of Fortune as a POMDP,202.pdf
6022131,RL Approaches to Optimize Supply Chain Dynamics in the Beer Game,048.pdf,Reducing Patient No-Shows through Q-Learning Optimized Scheduling,131.pdf
6423821,Optimal Water Allocation Strategies,272.pdf,Navigating the Star Wars: Deep Reinforcement Learning for Competitive Team Battles!,140.pdf
6495722,Adaptive Satellite Selection for GNSS Tracking Using Reinforcement Learning,271.pdf,Satellite Task Scheduling using Markov Decision Process,215.pdf
6503897,Determining Context-Based Hard-Negative Policies with Online Planning for Biodiversity Monitoring,041.pdf,Stock trading with deep q-learning,130.pdf
6654124,MDP is All You Need,237.pdf,Implementing Q-learning to Optimize Preflop Poker,111.pdf
6512341,Crafting Basketball Strategies with Reinforcement Learning,250.pdf,Analysis of Q-Learning and POMDP Frameworks for Optimal Poker Strategies,076.pdf
6604273,DPO Training for Mathematical Problem Solving,027.pdf,Cracking the Connections Game,078.pdf
6855134,"Kidney Matching: A Reinforcement Learning Approach
",209.pdf,"Actor-Critic Meta Gradient Learning for Classic
Control Environments",223.pdf
6602548,"""Monkey!"": Blackjack Decision-Making Agent",127.pdf,Modeling Human Behavior in Poker,101.pdf
6419822,Safe Handling of Intersection Events under other agents’ Latent Driving styles (SHIELD),052.pdf,Ataxx of the Monte Carlo: Online and Offline Learning Strategies for an Arcade Game,189.pdf
6757890,Multi-Stage Adaptive Inference with Cascaded Models: A POMDP Formulation,064.pdf,"Dual-Agent Reinforcement Learning for Strategy Optimization in Gomoku
",105.pdf
6650352,Pedagogical Bandits: Online Curriculum Learning for Knowledge Distillation,065.pdf,99 Ways to Win Ninety-Nine,152.pdf
6423435,Navigating the Lunar Surface under Low Visibility Conditions,254.pdf,Website Engagement,113.pdf
9616705,SupeRL Mario Bros,222.pdf,Dynamic Frequency Band Selection for Radar Operation in the Presence of Interference,066.pdf
6744262,Dynamic Optimization and Balancing of Winning Strategies in Mahjong Using MCTS,240.pdf,Transportation Network Maintenance Planning with Reinforcement Learning,185.pdf
6606029,Exploring Deep Behavioral Cloning with Synthetic Expert Data for 2048,005.pdf,PERLHF: Parameter Efficient Reinforcement Learning from Human Feedback,214.pdf
6528163,Q-art Pole,170.pdf,Diagnostic Imaging in Radiology: Developing a Deep Learning Decision Support Tool,243.pdf
6509528,Solving Blackjack with An Infinite Deck with Reinforcement Learning,245.pdf,Inside the Black Box: Bayesian Networks for Contextual Bandit Modeling,067.pdf
6753883,Multi-Robot Path Planning in a Grid World,143.pdf,Ear Training Suite for Music Students,116.pdf
6135725,Navigating drones in an 3D minefield,193.pdf,Decision-Making for a Two-Agent Adversarial Game,262.pdf
6760620,Predicting Precipitation with Actor-Critic and Long Short-Term Memory,032.pdf,"Multi-Robot Navigation Using Sequential Decision
Making Processes",049.pdf
6855242,Autonomous Cruise with Markov Decision Processes,094.pdf,UAV Swarm Control Under Uncertainty,068.pdf
6330302,Fast Speculative Decoding using MDPs for Efficient Token Drafting,182.pdf,Bayesian Range Estimation in Heads-Up Poker,167.pdf
6417289,Maestro: Composing Music with Q-Learning,229.pdf,Saccading Through A Visual Scene,156.pdf
6450702,QRaFT: Quantitative and Risk-Adjusted Framework for Algorithmic Trading,192.pdf,Settling the Odds: AI Agents in Catan,221.pdf
5966088,Play Gomoku Game with Deep Q-Networks,129.pdf,"TerraSafeRL: Adaptive Single-Agent, Terrain-Aware Wildfire Evacuation with Dynamic Pathfinding",019.pdf
6504258,Can Q-Learning Learn You-Learning? Reinforcement Learning for Adaptive Quizzing,153.pdf,Adaptive Stock Trading with Reinforcement Learning,228.pdf
6455413,Stranded on a Grid: Modeling NYT Strands as an MDP and Solving with MCTS,218.pdf,BookFind: A Novel Recommendation Algorithm using Markov Decision Processes,244.pdf
6451662,MDPs for Fire Response,013.pdf,Deep Q-learning on 3D 2048,261.pdf
6618536,"Flying in the Dark – Drone Swarm Navigation with Uncertain Communication and Vision
",056.pdf,Monadic Hierarchical Planning in Tactical Simulations: A Q-Learning Framework for Strategic Unit Composition and Placement,226.pdf
6610806,Using LLMs and Monte Carlo Tree Search to Create a Human-Level Codenames Player,040.pdf,"Department-Side Course Scheduling to Maximize
Student Satisfaction",022.pdf
6756977,"Adaptive Path Planning for Urban Drone Delivery Under
Uncertainty",211.pdf,A Markovian Approach to Skincare,025.pdf
6512335,Learning Cribbage using a Two-Phase Model,173.pdf,Optimizing Decision-Making in Open Face Chinese Poker Using Monte Carlo Tree Search,275.pdf
6417238,Policy Learning for War: Modeling the Modified War Card Game with Markov Decision Processes,103.pdf,Data-Driven Hurricane Evacuation Policy Optimization,100.pdf
6482450,The Candy Crusher,117.pdf,Q-Learning and Model Predictive Control for Drone Wildfire Response,141.pdf
6853733,Over(Q)ooked: Developing Q-Learning Agents for Overcooked,147.pdf,Can We Improve Educational Intervention Timing with an MDP?,096.pdf
6845785,Optimizing Investment Decisions in the Airline Industry Using Random Forest Models,026.pdf,Online Path-Planning for Terrain Navigation Using MCTS,115.pdf
6836358,Reinforcement Learning Stacking Strategy for Stock Trading,175.pdf,Path to 101: A Guided Q-Learning Simulation for Prime Climb,014.pdf
6325506,Optimizing Electricity Futures Trading with Reinforcement Learning and Deep Learning Driven Price Forecasting,090.pdf,"Stanford Campus Smart Traffic
Control",007.pdf
6417097,Imaginary-MCTS: Autonomous Computer Use Agents with Enhanced Online Planning,015.pdf,Mastering Pong with Deep Q-Learning,126.pdf
6392952,A Decision-Making Model of Multi-target Reaching in Motor Neuroscience,106.pdf,"Playing Regicide: Optimal Game Play in Uncertain
Environments",206.pdf
6367362,Large language model alignment via two-layer neural network feedback,029.pdf,Mineswept,120.pdf
6378194,Investment Decision Making,257.pdf,Investigating Emergent Behavior from Socially Inspired Reward Parameters in Iterated Prisoner's Dilemma,265.pdf
6652731,Training an Up'N Down Agent with DDQN,150.pdf,ORRCA: Online Reinforcement for Rapid Cache Adaptation,168.pdf
6282934,Robust Pre-Computed Autonomy for Enceladus Orbilander,238.pdf,WiLDCARD: Winning Liar's Dice with Calculative Agents and Reinforced Decision-Making,258.pdf
6496681,Reinforcement Learning Control of Active Suspension System,044.pdf,Stock Trading is an MDP: The Importance of State Space Complexity,159.pdf
6485473,TikTokRL: Optimizing for TikTok Engagement,075.pdf,Lunar Landing,183.pdf
6543749,"Optimizing Uno with Forward Search RL
",208.pdf,Model Based State-Space Planning and EKF for Manipulator Arm Drone Guidance in a Partially Observable Environment,011.pdf
6934265,AlphaZero Continuous for Car Lateral Control,119.pdf,Learning Greenification Policies using Markov Decision Processes,095.pdf
6648556,Smart Picks – A Q-Learning Approach to Cinema,039.pdf,RL & Blackjack,160.pdf
6455771,"Learning Speed-Based Binning for CMA Optimization in Walking Prosthetics
",165.pdf,"Water Contract Purchasing Policies for Drought Resilience
in Santiago, Chile",174.pdf
6854755,Monopoly Masterminds One Tile at a Time,038.pdf,Reinforcement Earning: RL-based Algorithmic Trading,253.pdf
